1003139952	20200908	202009	2020	2020.6795											USA	UNITED STATES	USA								0	019	019	01	1	3.4	2	1	2	2.58939580764488	0								3	Great Falls, Montana, United States	US	USMT		47.5002	-111.301	802113	3	Great Falls, Montana, United States	US	USMT		47.5002	-111.301	802113	20210908180000	https://www.greatfallstribune.com/story/news/2021/09/08/great-falls-city-commission-recommends-raise-city-manager/5771305001/
1003139953	20200908	202009	2020	2020.6795											USA	UNITED STATES	USA								0	019	019	01	1	3.4	2	1	2	2.58939580764488	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	3	Great Falls, Montana, United States	US	USMT		47.5002	-111.301	802113	20210908180000	https://www.greatfallstribune.com/story/news/2021/09/08/great-falls-city-commission-recommends-raise-city-manager/5771305001/
1003139954	20200908	202009	2020	2020.6795	COP	POLICE OFFICER						COP			USA	UNITED STATES	USA								0	090	090	09	2	-2.0	1	1	1	-7.09534368070953	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	20210908180000	https://www.azcentral.com/story/news/investigations/2021/09/08/illinois-attorney-general-to-investigate-joliet-police-civil-rights-violations/5714588001/
1003139955	20200908	202009	2020	2020.6795	GOV	MAYOR						GOV													0	090	090	09	2	-2.0	6	2	6	-7.58493892110011	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	0								3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	20210908180000	https://www.usatoday.com/story/news/investigations/2021/09/08/illinois-attorney-general-to-investigate-joliet-police-civil-rights-violations/5714588001/
1003139956	20200908	202009	2020	2020.6795	GOV	MAYOR						GOV			COP	POLICE OFFICER						COP			0	090	090	09	2	-2.0	6	2	6	-7.58493892110011	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	20210908180000	https://www.usatoday.com/story/news/investigations/2021/09/08/illinois-attorney-general-to-investigate-joliet-police-civil-rights-violations/5714588001/
1003139957	20200908	202009	2020	2020.6795	GOV	MAYOR						GOV			USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-7.09534368070953	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	20210908180000	https://www.azcentral.com/story/news/investigations/2021/09/08/illinois-attorney-general-to-investigate-joliet-police-civil-rights-violations/5714588001/
1003139958	20200908	202009	2020	2020.6795	GOV	MAYOR						GOV			USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-8.07453416149068	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20210908180000	https://www.usatoday.com/story/news/investigations/2021/09/08/illinois-attorney-general-to-investigate-joliet-police-civil-rights-violations/5714588001/
1003139959	20200908	202009	2020	2020.6795	GOV	MAYOR						GOV			USA	UNITED STATES	USA								0	090	090	09	2	-2.0	2	1	2	-7.09534368070953	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	20210908180000	https://www.azcentral.com/story/news/investigations/2021/09/08/illinois-attorney-general-to-investigate-joliet-police-civil-rights-violations/5714588001/
1003139960	20200908	202009	2020	2020.6795	GOV	MAYOR						GOV			USA	UNITED STATES	USA								0	090	090	09	2	-2.0	2	1	2	-8.07453416149068	3	Joliet, Illinois, United States	US	USIL	IL197	41.525	-88.0817	411192	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20210908180000	https://www.usatoday.com/story/news/investigations/2021/09/08/illinois-attorney-general-to-investigate-joliet-police-civil-rights-violations/5714588001/
1003139961	20200908	202009	2020	2020.6795	KHM	CAMBODIA	KHM																		1	035	035	03	1	7.0	1	1	1	1.88235294117647	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20210908180000	https://lbpost.com/news/visioning-process-for-long-beach-cambodian-cultural-center-approved-by-city-council
