1003236943	20210908	202109	2021	2021.6795	CRM	BANDIT						CRM													1	193	193	19	4	-10.0	3	1	3	-6.66666666666666	4	Barambate, Eastern, Kenya	KE	KE03	18585	1.38333	38.15	-2242126	0								4	Barambate, Eastern, Kenya	KE	KE03	18585	1.38333	38.15	-2242126	20210909080000	https://allafrica.com/stories/202109090103.html
1003236944	20210908	202109	2021	2021.6795	CRM	BANDIT						CRM													1	193	193	19	4	-10.0	1	1	1	-6.66666666666666	4	Isiolo, Eastern, Kenya	KE	KE03	18585	0.354615	37.5822	-2246531	0								4	Isiolo, Eastern, Kenya	KE	KE03	18585	0.354615	37.5822	-2246531	20210909080000	https://allafrica.com/stories/202109090103.html
1003236945	20210908	202109	2021	2021.6795	CRM	BANDIT						CRM			KEN	KENYA	KEN								1	190	190	19	4	-10.0	6	1	6	-6.66666666666666	4	Isiolo, Eastern, Kenya	KE	KE03	18585	0.354615	37.5822	-2246531	4	Isiolo, Eastern, Kenya	KE	KE03	18585	0.354615	37.5822	-2246531	4	Isiolo, Eastern, Kenya	KE	KE03	18585	0.354615	37.5822	-2246531	20210909080000	https://allafrica.com/stories/202109090103.html
1003236946	20210908	202109	2021	2021.6795	CRM	BANDIT						CRM			KEN	KENYA	KEN								1	193	193	19	4	-10.0	5	1	5	-6.66666666666666	4	Barambate, Eastern, Kenya	KE	KE03	18585	1.38333	38.15	-2242126	4	Barambate, Eastern, Kenya	KE	KE03	18585	1.38333	38.15	-2242126	4	Barambate, Eastern, Kenya	KE	KE03	18585	1.38333	38.15	-2242126	20210909080000	https://allafrica.com/stories/202109090103.html
1003236947	20210908	202109	2021	2021.6795	CRM	BANDIT						CRM			KEN	KENYA	KEN								1	193	193	19	4	-10.0	1	1	1	-6.66666666666666	4	Isiolo, Eastern, Kenya	KE	KE03	18585	0.354615	37.5822	-2246531	4	Isiolo, Eastern, Kenya	KE	KE03	18585	0.354615	37.5822	-2246531	4	Isiolo, Eastern, Kenya	KE	KE03	18585	0.354615	37.5822	-2246531	20210909080000	https://allafrica.com/stories/202109090103.html
1003236948	20210908	202109	2021	2021.6795	FRA	FRENCH	FRA								FRAGOV	FRANCE	FRA					GOV			1	046	046	04	1	7.0	2	1	2	-5.84677419354839	4	English Channel, United Kingdom (general), United Kingdom	UK	UK00	154724	54.5833	-3.68333	-2595622	4	English Channel, United Kingdom (general), United Kingdom	UK	UK00	154724	54.5833	-3.68333	-2595622	4	English Channel, United Kingdom (general), United Kingdom	UK	UK00	154724	54.5833	-3.68333	-2595622	20210909080000	https://www.mirror.co.uk/tv/tv-news/gmbs-martin-lewis-slams-priti-24942646
1003236949	20210908	202109	2021	2021.6795	FRAGOV	FRENCH	FRA					GOV													1	046	046	04	1	7.0	6	1	6	-5.84677419354839	4	English Channel, United Kingdom (general), United Kingdom	UK	UK00	154724	54.5833	-3.68333	-2595622	0								4	English Channel, United Kingdom (general), United Kingdom	UK	UK00	154724	54.5833	-3.68333	-2595622	20210909080000	https://www.mirror.co.uk/tv/tv-news/gmbs-martin-lewis-slams-priti-24942646
1003236950	20210909	202109	2021	2021.6822											AFG	AFGHANISTAN	AFG								0	042	042	04	1	1.9	1	1	1	-0.32715376226826	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20210909080000	https://www.cnsnews.com/index.php/article/washington/melanie-arter/rep-ronnie-jackson-taliban-does-not-care-about-economy-airports
1003236951	20210909	202109	2021	2021.6822											AFGGOV	AFGHAN	AFG					GOV			0	051	051	05	1	3.4	6	1	6	-3.38541666666666	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20210909080000	https://www.albawaba.com/news/germany-us-warn-looming-afghan-humanitarian-crisis-1446014
1003236952	20210909	202109	2021	2021.6822											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	046	046	04	1	7.0	10	1	10	-3.14606741573034	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20210909080000	https://sputniknews.com/20210909/us-congressman-demands-answers-amid-reports-unvetted-afghan-evacuees-leave-military-base-freely-1088907801.html
1003236953	20210909	202109	2021	2021.6822											BUS	COMPANIES						BUS			0	100	100	10	3	-5.0	5	1	5	1.17779024116657	0								4	Salford, Salford, United Kingdom	UK	UKL5	40111	53.4833	-2.26667	-2606975	4	Salford, Salford, United Kingdom	UK	UKL5	40111	53.4833	-2.26667	-2606975	20210909080000	https://www.theengineer.co.uk/panel-session-report-demystifying-digital-engineering/
1003236954	20210909	202109	2021	2021.6822											BUS	BANK						BUS			0	100	100	10	3	-5.0	20	1	20	0.40387722132472	0								1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	20210909080000	https://www.observer.ug/businessnews/71136-fintechs-create-path-for-telecoms-and-banks-to-ease-digital-payments
1003236955	20210909	202109	2021	2021.6822											BUS	CORPORATION						BUS			1	172	172	17	4	-5.0	10	1	10	-1.96078431372549	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20210909080000	https://www.nytimes.com/2021/09/09/world/asia/china-li-guangman.html
1003236956	20210909	202109	2021	2021.6822											COP	POLICE						COP			1	042	042	04	1	1.9	5	1	5	-0.96153846153846	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20210909080000	https://www.cnsnews.com/index.php/blog/craig-bannister/police-officer-leaves-nypd-florida-i-used-have-tell-people-i-was-bartender
1003236957	20210909	202109	2021	2021.6822											COP	TROOPER						COP			1	043	043	04	1	2.8	5	1	5	-2.14961306964747	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20210909080000	https://thebrunswicknews.com/life/childhood-cancer-awareness-month-continues-despite-pandemic/article_bf6acc20-2055-5956-9330-20e0da705f8a.html
1003236958	20210909	202109	2021	2021.6822											COP	PRISON						COP			0	141	141	14	3	-6.5	10	1	10	-10.3092783505154	0								4	Gilboa, Ha?afon, Israel	IS	IS03	18314	32.5472	35.3583	-779892	4	Gilboa, Ha?afon, Israel	IS	IS03	18314	32.5472	35.3583	-779892	20210909080000	https://www.jwire.com.au/terrorist-prison-break-update-prison-guards-suspected-of-complicity/
1003236959	20210909	202109	2021	2021.6822											CVL	CIVILIAN						CVL			1	042	042	04	1	1.9	5	1	5	-4.54545454545454	0								1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20210909080000	https://english.aawsat.com/home/article/3179131/arab-coalition-destroys-three-houthi-drone-targeting-saudi-arabia%E2%80%99s-khamis
1003236960	20210909	202109	2021	2021.6822											CVL	CONSTITUENT						CVL			1	046	046	04	1	7.0	10	1	10	3.3195020746888	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20210909080000	https://www.ukrinform.net/rubric-economy/3312573-ukraine-thailand-agree-on-constituent-meeting-of-joint-trade-commission.html
1003236961	20210909	202109	2021	2021.6822											EDU	SCHOOL						EDU			1	020	020	02	1	3.0	30	3	30	1.97542694173832	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20210909080000	https://www.cambridge-news.co.uk/news/uk-world-news/women-cant-tradespeople-because-its-21521001
1003236962	20210909	202109	2021	2021.6822											EDU	STUDENT						EDU			0	040	040	04	1	1.0	5	1	5	-1.62932790224032	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20210909080000	https://www.thehindu.com/entertainment/movies/director-nithin-lukose-on-paka/article36376288.ece
1003236963	20210909	202109	2021	2021.6822											EDU	PROFESSOR						EDU			0	045	045	04	1	5.0	5	1	5	1.6597510373444	0								0								0								20210909080000	https://www.tmcnet.com/usubmit/2021/09/09/9445478.htm
1003236964	20210909	202109	2021	2021.6822											EUR	EUROPE	EUR								0	042	042	04	1	1.9	5	1	5	0.33670033670034	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20210909080000	https://www.globenewswire.com/news-release/2021/09/06/2292023/0/en/United-Kingdom-Telecoms-Mobile-and-Broadband-Statistics-and-Analyses.html
1003236965	20210909	202109	2021	2021.6822											EUR	EUROPE	EUR								1	100	100	10	3	-5.0	5	1	5	-3.10077519379845	0								1	Luxembourg	LU	LU		49.75	6.166667	LU	1	Luxembourg	LU	LU		49.75	6.166667	LU	20210909080000	https://www.airinternational.com/article/fabec-traffic-sees-recovery-uncertainty-and-volatility
1003236966	20210909	202109	2021	2021.6822											GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	2	1	2	1.08359133126935	0								4	Black Country, Sandwell, United Kingdom	UK	UKL7	40136	52.5	-2	-2590080	4	Black Country, Sandwell, United Kingdom	UK	UKL7	40136	52.5	-2	-2590080	20210909080000	https://news.yahoo.com/national-television-awards-5-best-tv-9-september-074237480.html
1003236967	20210909	202109	2021	2021.6822											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	2	1	2	1.08359133126935	0								4	Black Country, Sandwell, United Kingdom	UK	UKL7	40136	52.5	-2	-2590080	4	Black Country, Sandwell, United Kingdom	UK	UKL7	40136	52.5	-2	-2590080	20210909080000	https://news.yahoo.com/national-television-awards-5-best-tv-9-september-074237480.html
1003236968	20210909	202109	2021	2021.6822											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	10	1	10	-1.29449838187703	0								4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	20210909080000	https://www.birminghammail.co.uk/news/midlands-news/met-office-forecasts-exact-hour-21520857
1003236969	20210909	202109	2021	2021.6822											GBR	LONDON	GBR								1	042	042	04	1	1.9	1	1	1	-3.75469336670838	0								1	Gaza Strip	GZ	GZ		31.425074	34.373398	GZ	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20210909080000	https://www.timesofisrael.com/jewish-uk-comedians-message-that-jews-dont-count-rings-true-across-the-pond/
1003236970	20210909	202109	2021	2021.6822											GBR	GLASGOW	GBR								1	042	042	04	1	1.9	1	1	1	-3.03413400758534	0								1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20210909080000	https://www.cnsnews.com/index.php/article/international/patrick-goodenough/un-we-cant-postpone-climate-conference-again-due
1003236971	20210909	202109	2021	2021.6822											GBR	UNITED KINGDOM	GBR								1	057	057	05	1	8.0	10	1	10	4.7244094488189	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20210909080000	https://www.itv.com/news/channel/2021-09-09/seven-businesses-apply-to-cultivate-medicinal-cannabis-in-guernsey
1003236972	20210909	202109	2021	2021.6822											GOV	GOVERNOR						GOV			1	020	020	02	1	3.0	3	1	3	-1.32890365448505	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20210909080000	https://wtax.com/news/101101-my-dinner-with-bruce/
1003236973	20210909	202109	2021	2021.6822											GOV	GOVERNOR						GOV			1	020	020	02	1	3.0	1	1	1	-1.32890365448505	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20210909080000	https://wtax.com/news/101101-my-dinner-with-bruce/
1003236974	20210909	202109	2021	2021.6822											GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	5	1	5	3.49206349206349	0								4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	20210909080000	https://radiotamazuj.org/en/news/article/sudan-south-sudan-security-committee-meeting-begins-in-juba
1003236975	20210909	202109	2021	2021.6822											GOV	GOVERNMENT						GOV			1	043	043	04	1	2.8	2	1	2	-7	0								4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	20210909080000	https://thewhistler.ng/wike-declares-four-youths-wanted-for-alleged-harassment-of-julius-berger-contractors/
1003236976	20210909	202109	2021	2021.6822											GOV	GOVERNMENT						GOV			1	043	043	04	1	2.8	8	1	8	-7	0								5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	20210909080000	https://thewhistler.ng/wike-declares-four-youths-wanted-for-alleged-harassment-of-julius-berger-contractors/
1003236977	20210909	202109	2021	2021.6822											GOV	AUTHORITIES						GOV			1	046	046	04	1	7.0	10	1	10	-6.12745098039216	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20210909080000	https://chinapost.nownews.com/20210909-2760203
1003236978	20210909	202109	2021	2021.6822											GOV	ADMINISTRATION						GOV			1	0874	087	08	2	10.0	3	1	3	-4.50450450450451	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20210909080000	https://www.wpsdlocal6.com/coronavirus_news/sen-mitch-mcconnell-talks-vaccines-afghanistan-and-infrastructure-in-paducah/article_8830e3ec-1104-11ec-a209-a76bf8e831ad.html
1003236979	20210909	202109	2021	2021.6822											GOV	ADMINISTRATION						GOV			1	110	110	11	3	-2.0	3	1	3	-4.50450450450451	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20210909080000	https://www.wpsdlocal6.com/coronavirus_news/sen-mitch-mcconnell-talks-vaccines-afghanistan-and-infrastructure-in-paducah/article_8830e3ec-1104-11ec-a209-a76bf8e831ad.html
1003236980	20210909	202109	2021	2021.6822											GOVMIL	MINIST OF DEFENCE						GOV	MIL		0	040	040	04	1	1.0	6	1	6	-10.3092783505154	0								4	Lahav, HaDarom, Israel	IS	IS01	18315	31.3795	34.8696	-780484	4	Lahav, HaDarom, Israel	IS	IS01	18315	31.3795	34.8696	-780484	20210909080000	https://www.jwire.com.au/terrorist-prison-break-update-prison-guards-suspected-of-complicity/
1003236981	20210909	202109	2021	2021.6822											IGOBUSOPC	OPEC		OPC				IGO	BUS		0	025	025	02	1	-0.3	3	1	3	-4.34782608695653	0								1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20210909080000	https://www.lewrockwell.com/2021/09/no_author/the-decline-and-fall-of-the-roman-whoops-american-empire/
1003236982	20210909	202109	2021	2021.6822											IND	RAJASTHAN	IND								1	042	042	04	1	1.9	10	1	10	-2.5	0								0								0								20210909080000	https://www.livemint.com/news/india/in-a-first-sukhoi-su-30-mki-aircraft-lands-at-national-highway-in-rajasthan-s-jalore-watch-video-11631167271571.html
1003236983	20210909	202109	2021	2021.6822											IND	WEST BENGAL	IND								1	173	173	17	4	-5.0	10	1	10	-9.30232558139535	0								0								0								20210909080000	https://timesofindia.indiatimes.com/city/guwahati/assam-two-government-officials-arrested-for-misappropriation-of-funds/articleshow/86060186.cms
1003236984	20210909	202109	2021	2021.6822											KEN	KENYA	KEN								0	100	100	10	3	-5.0	8	1	8	0.40387722132472	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20210909080000	https://www.observer.ug/businessnews/71136-fintechs-create-path-for-telecoms-and-banks-to-ease-digital-payments
1003236985	20210909	202109	2021	2021.6822											KEN	KENYA	KEN								0	100	100	10	3	-5.0	2	1	2	0.40387722132472	0								1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	20210909080000	https://www.observer.ug/businessnews/71136-fintechs-create-path-for-telecoms-and-banks-to-ease-digital-payments
1003236986	20210909	202109	2021	2021.6822											LAB	EMPLOYEE						LAB			1	051	051	05	1	3.4	10	1	10	2.11360634081902	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20210909080000	https://en.globes.co.il/en/article-israels-tech-value-based-on-20000-talented-employees-study-1001384225
1003236987	20210909	202109	2021	2021.6822											LAB	WORKER						LAB			1	192	192	19	4	-9.5	5	1	5	-6.957928802589	0								0								0								20210909080000	https://www.birminghammail.co.uk/news/midlands-news/drunk-husband-racially-abused-spat-21503603
1003236988	20210909	202109	2021	2021.6822											LEG	PARLIAMENT						LEG			1	051	051	05	1	3.4	10	1	10	2.95081967213114	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20210909080000	https://www.thesundaily.my/local/parliament-must-be-free-from-grip-of-any-quarters-rais-GF8315080
1003236989	20210909	202109	2021	2021.6822											LEG	PARLIAMENT						LEG			1	100	100	10	3	-5.0	10	1	10	2.95081967213114	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20210909080000	https://www.thesundaily.my/local/parliament-must-be-free-from-grip-of-any-quarters-rais-GF8315080
1003236990	20210909	202109	2021	2021.6822											MIL	MILITARY						MIL			0	071	071	07	2	7.4	10	1	10	-4.34782608695653	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20210909080000	https://www.lewrockwell.com/2021/09/no_author/the-decline-and-fall-of-the-roman-whoops-american-empire/
1003236991	20210909	202109	2021	2021.6822											MIL	CRUISER						MIL			0	190	190	19	4	-10.0	8	1	8	-5.37084398976982	0								4	Tiger Island, Bì Thu?n, Vietnam, Republic Of	VM	VM47	32244	10.9	108.3	-3719823	4	Tiger Island, Bì Thu?n, Vietnam, Republic Of	VM	VM47	32244	10.9	108.3	-3719823	20210909080000	https://nationalinterest.org/blog/reboot/when-f-4-phantoms-attacked-american-and-australian-warships-193291
1003236992	20210909	202109	2021	2021.6822											MIL	DESTROYER						MIL			0	190	190	19	4	-10.0	5	1	5	-5.37084398976982	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20210909080000	https://nationalinterest.org/blog/reboot/when-f-4-phantoms-attacked-american-and-australian-warships-193291
1003236993	20210909	202109	2021	2021.6822											MIL	CRUISER						MIL			0	194	194	19	4	-10.0	8	1	8	-5.37084398976982	0								4	Tiger Island, Bì Thu?n, Vietnam, Republic Of	VM	VM47	32244	10.9	108.3	-3719823	4	Tiger Island, Bì Thu?n, Vietnam, Republic Of	VM	VM47	32244	10.9	108.3	-3719823	20210909080000	https://nationalinterest.org/blog/reboot/when-f-4-phantoms-attacked-american-and-australian-warships-193291
1003236994	20210909	202109	2021	2021.6822											MYS	MALAYSIA	MYS								1	100	100	10	3	-5.0	10	1	10	-11.1111111111111	0								1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20210909080000	https://www.scmp.com/news/asia/southeast-asia/article/3148131/malaysian-mothers-win-high-court-battle-against-sexist
1003236995	20210909	202109	2021	2021.6822											PTY	POLITICIAN									0	020	020	02	1	3.0	10	1	10	-4.34782608695653	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20210909080000	https://www.lewrockwell.com/2021/09/no_author/the-decline-and-fall-of-the-roman-whoops-american-empire/
1003236996	20210909	202109	2021	2021.6822											PTY	POLITICIAN									0	112	112	11	3	-2.0	10	1	10	-6.66666666666666	0								4	Garissa, North-Eastern, Kenya	KE	KE06	18585	-0.453548	39.6401	-2245008	4	Garissa, North-Eastern, Kenya	KE	KE06	18585	-0.453548	39.6401	-2245008	20210909080000	https://allafrica.com/stories/202109090103.html
1003236997	20210909	202109	2021	2021.6822											PTY	POLITICIAN									0	190	190	19	4	-10.0	10	1	10	-6.66666666666666	0								4	Garissa, North-Eastern, Kenya	KE	KE06	18585	-0.453548	39.6401	-2245008	4	Garissa, North-Eastern, Kenya	KE	KE06	18585	-0.453548	39.6401	-2245008	20210909080000	https://allafrica.com/stories/202109090103.html
1003236998	20210909	202109	2021	2021.6822											QAT	QATAR	QAT								1	042	042	04	1	1.9	5	1	5	8.53365384615385	0								4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20210909080000	https://menafn.com/1102766303/Stemming-The-Brain-Drain-Importance-Of-Stars-Of-Science-And-Qfs-Innovation-Ecosystem-In-Mena-Region&source=29
1003236999	20210909	202109	2021	2021.6822											RWACOP	RWANDA	RWA					COP			0	040	040	04	1	1.0	5	1	5	-4.24328147100424	0								4	Kacyiru, Kigali, Rwanda	RW	RW12	21996	-1.9342	30.0827	-2180544	4	Kacyiru, Kigali, Rwanda	RW	RW12	21996	-1.9342	30.0827	-2180544	20210909080000	http://www.rnanews.com/rwanda-tanzania-police-forces-hold-bilateral-meeting/
1003237000	20210909	202109	2021	2021.6822											SSD	SOUTH SUDAN	SSD								0	043	043	04	1	2.8	1	1	1	3.49206349206349	0								4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	20210909080000	https://radiotamazuj.org/en/news/article/sudan-south-sudan-security-committee-meeting-begins-in-juba
1003237001	20210909	202109	2021	2021.6822											TUN	TUNISIA	TUN								1	051	051	05	1	3.4	3	1	3	3.77358490566038	0								4	Tunis, (TS26), Tunisia	TS	TS26	39471	36.8028	10.1797	-731701	4	Tunis, (TS26), Tunisia	TS	TS26	39471	36.8028	10.1797	-731701	20210909080000	https://allafrica.com/stories/202109090102.html
1003237002	20210909	202109	2021	2021.6822											TWN	TAIWAN	TWN								1	042	042	04	1	1.9	10	1	10	-6.12745098039216	0								4	Dunmu, Hainan, China	CH	CH31	13072	19.8661	110.253	6021569	4	Dunmu, Hainan, China	CH	CH31	13072	19.8661	110.253	6021569	20210909080000	https://chinapost.nownews.com/20210909-2760203
