1002432871	20110906	201109	2011	2011.6740	USA	LOS ANGELES	USA								EDUCVL	STUDENT						EDU	CVL		1	090	090	09	2	-2.0	6	1	6	-1.81956027293404	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20210903181500	https://laist.com/news/education/austin-beutner-lausd-superintendent-schools
1002432872	20200903	202009	2020	2020.6658	GBR	UNITED KINGDOM	GBR																		1	020	020	02	1	3.0	4	1	4	-9.09090909090909	4	Ingatestone, Essex, United Kingdom	UK	UKE4	40108	51.6667	0.383333	-2599406	0								4	Ingatestone, Essex, United Kingdom	UK	UKE4	40108	51.6667	0.383333	-2599406	20210903181500	https://www.bbc.co.uk/news/uk-england-essex-58441466
1002432873	20210804	202108	2021	2021.5863											ZAF	SOUTH AFRICAN	ZAF								1	042	042	04	1	1.9	2	1	2	-0.77922077922078	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20210903181500	https://www.thesouthafrican.com/news/dlamini-zuma-will-get-final-say-on-new-date-for-local-elections/
1002432874	20210804	202108	2021	2021.5863	AFR	AFRICA	AFR								ZAF	SOUTH AFRICAN	ZAF								1	042	042	04	1	1.9	4	1	4	-0.77922077922078	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20210903181500	https://www.thesouthafrican.com/news/dlamini-zuma-will-get-final-say-on-new-date-for-local-elections/
1002432875	20210804	202108	2021	2021.5863	COP	POLICE						COP													1	192	192	19	4	-9.5	6	1	6	-4.55840455840455	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20210903181500	https://www.cbc.ca/news/canada/newfoundland-labrador/homicide-obed-witness-1.6163597
1002432876	20210804	202108	2021	2021.5863	COP	POLICE						COP			CAN	CANADA	CAN								1	192	192	19	4	-9.5	4	1	4	-4.55840455840455	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20210903181500	https://www.cbc.ca/news/canada/newfoundland-labrador/homicide-obed-witness-1.6163597
1002432877	20210804	202108	2021	2021.5863	USA	UNITED STATES	USA								UAF	TERRORIST						UAF			1	190	190	19	4	-10.0	2	1	2	3.80228136882129	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20210903181500	https://pressofatlanticcity.com/news/local/sea-isle-to-honor-13-military-members-killed-at-kabul-airport-in-shine-for-our/article_9d66aca4-0cc4-11ec-8a9d-e33e610c9800.html
1002432878	20210804	202108	2021	2021.5863	USA	UNITED STATES	USA								UAF	TERRORIST						UAF			1	190	190	19	4	-10.0	2	1	2	3.80228136882129	1	United States	US	US		39.828175	-98.5795	US	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	United States	US	US		39.828175	-98.5795	US	20210903181500	https://pressofatlanticcity.com/news/local/sea-isle-to-honor-13-military-members-killed-at-kabul-airport-in-shine-for-our/article_9d66aca4-0cc4-11ec-8a9d-e33e610c9800.html
1002432879	20210804	202108	2021	2021.5863	ZAF	SOUTH AFRICAN	ZAF																		1	043	043	04	1	2.8	2	1	2	-0.77922077922078	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20210903181500	https://www.thesouthafrican.com/news/dlamini-zuma-will-get-final-say-on-new-date-for-local-elections/
1002432880	20210804	202108	2021	2021.5863	ZAF	SOUTH AFRICAN	ZAF								AFR	AFRICA	AFR								1	043	043	04	1	2.8	4	1	4	-0.77922077922078	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20210903181500	https://www.thesouthafrican.com/news/dlamini-zuma-will-get-final-say-on-new-date-for-local-elections/
1002432881	20210827	202108	2021	2021.6493	REB	REBEL						REB													0	030	030	03	1	4.0	5	1	5	-6.09037328094303	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20210903181500	https://www.independent.co.uk/news/uk/politics/covid-winter-lockdown-boris-johnson-b1913859.html
1002432882	20210902	202109	2021	2021.6630	HLH	SURGEON						HLH			USA	AMERICAN	USA								0	042	042	04	1	1.9	3	1	3	0.53191489361702	3	University Of Washington, Washington, United States	US	USWA	WA033	47.6561	-122.311	1509187	3	University Of Washington, Washington, United States	US	USWA		47.6561	-122.311	1509187	3	University Of Washington, Washington, United States	US	USWA		47.6561	-122.311	1509187	20210903181500	https://www.forbes.com/sites/suzannerowankelleher/2021/09/03/vaccinated-travelers-covid-19-booster-shots-counterproductive/
1002432883	20210902	202109	2021	2021.6630	HLH	SURGEON						HLH			USA	AMERICAN	USA								0	042	042	04	1	1.9	2	1	2	0.53191489361702	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20210903181500	https://www.forbes.com/sites/suzannerowankelleher/2021/09/03/vaccinated-travelers-covid-19-booster-shots-counterproductive/
1002432884	20210902	202109	2021	2021.6630	USA	AMERICAN	USA								HLH	SURGEON						HLH			0	043	043	04	1	2.8	3	1	3	0.53191489361702	3	University Of Washington, Washington, United States	US	USWA	WA033	47.6561	-122.311	1509187	3	University Of Washington, Washington, United States	US	USWA		47.6561	-122.311	1509187	3	University Of Washington, Washington, United States	US	USWA		47.6561	-122.311	1509187	20210903181500	https://www.forbes.com/sites/suzannerowankelleher/2021/09/03/vaccinated-travelers-covid-19-booster-shots-counterproductive/
1002432885	20210902	202109	2021	2021.6630	USA	AMERICAN	USA								HLH	SURGEON						HLH			0	043	043	04	1	2.8	2	1	2	0.53191489361702	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20210903181500	https://www.forbes.com/sites/suzannerowankelleher/2021/09/03/vaccinated-travelers-covid-19-booster-shots-counterproductive/
1002432886	20210903	202109	2021	2021.6658											AFG	AFGHANISTAN	AFG								1	192	192	19	4	-9.5	1	1	1	1.52866242038216	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20210903181500	https://ici.radio-canada.ca/rci/en/news/1821500/afghanistan-refugee-family-in-survival-mode-but-happy-grateful-after-arriving-in-winnipeg
1002432887	20210903	202109	2021	2021.6658											AFR	AFRICA	AFR								0	040	040	04	1	1.0	2	1	2	-10.9177215189873	0								3	Dedham, Massachusetts, United States	US	USMA	MA021	42.2418	-71.1662	612438	3	Dedham, Massachusetts, United States	US	USMA	MA021	42.2418	-71.1662	612438	20210903181500	https://lawandcrime.com/high-profile/why-are-you-not-repentant-crowd-shames-disgraced-ex-cardinal-theodore-mccarrick-before-he-pleads-not-guilty-to-sexually-assaulting-boy/
1002432888	20210903	202109	2021	2021.6658											AFR	AFRICA	AFR								0	040	040	04	1	1.0	6	1	6	-10.9177215189873	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20210903181500	https://lawandcrime.com/high-profile/why-are-you-not-repentant-crowd-shames-disgraced-ex-cardinal-theodore-mccarrick-before-he-pleads-not-guilty-to-sexually-assaulting-boy/
1002432889	20210903	202109	2021	2021.6658											AFR	AFRICA	AFR								0	042	042	04	1	1.9	2	1	2	-9.90415335463255	0								5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	20210903181500	https://www.iol.co.za/news/south-africa/gauteng/gauteng-polices-chase-of-suspects-ends-in-crash-but-they-still-evade-arrest-on-foot-bec53f03-a7be-4dbe-8481-c3716e24011e
1002432890	20210903	202109	2021	2021.6658											AFR	AFRICA	AFR								0	111	111	11	3	-2.0	4	1	4	0.22222222222222	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Saldanha Bay, Western Cape, South Africa	SF	SF11	77318	-33.048	18.0126	-1280476	20210903181500	https://www.thesouthafrican.com/news/saldanha-mayor-marius-koen-removed-plaque-honouring-his-full-term-in-office-after-being-dragged-3-september-2021/
1002432891	20210903	202109	2021	2021.6658											AFR	AFRICA	AFR								1	190	190	19	4	-10.0	2	1	2	-9.90415335463255	0								4	Krugersdorp, Gauteng, South Africa	SF	SF06	77346	-26.0928	27.7907	-1248738	4	Krugersdorp, Gauteng, South Africa	SF	SF06	77346	-26.0928	27.7907	-1248738	20210903181500	https://www.iol.co.za/news/south-africa/gauteng/gauteng-polices-chase-of-suspects-ends-in-crash-but-they-still-evade-arrest-on-foot-bec53f03-a7be-4dbe-8481-c3716e24011e
1002432892	20210903	202109	2021	2021.6658											AZE	AZERBAIJAN	AZE								1	020	020	02	1	3.0	1	1	1	5.75221238938054	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Kyrgyzstan	KG	KG		41	75	KG	20210903181500	https://menafn.com/1102736957/Azerbaijani-FM-receives-credentials-of-new-ambassador-of-Kyrgyzstan-PHOTO&source=21
1002432893	20210903	202109	2021	2021.6658											BUS	INDUSTRY						BUS			1	043	043	04	1	2.8	5	1	5	0.39494470774091	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20210903181500	https://www.finanznachrichten.de/nachrichten-2021-09/53856330-green-globe-international-inc-texas-opens-to-smokable-hemp-along-with-a-potential-dollar-400-million-in-yearly-sales-what-does-it-mean-for-ggii-green-296.htm
1002432894	20210903	202109	2021	2021.6658											BUSMIL	MERCHANT						BUS	MIL		1	017	017	01	1	0.0	10	1	10	-0.95693779904306	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20210903181500	https://www.thisiswiltshire.co.uk/news/19557591.wiltshire-marks-merchant-navy-day-raising-red-ensign/
1002432895	20210903	202109	2021	2021.6658											CAN	CANADA	CAN								1	046	046	04	1	7.0	2	1	2	1.52866242038216	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20210903181500	https://ici.radio-canada.ca/rci/en/news/1821500/afghanistan-refugee-family-in-survival-mode-but-happy-grateful-after-arriving-in-winnipeg
1002432896	20210903	202109	2021	2021.6658											CHN	CHINA	CHN								1	173	173	17	4	-5.0	2	1	2	5.12820512820513	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20210903181500	https://www.thebeijinger.com/events/2021/jul/nordic-career-fair-2021
1002432897	20210903	202109	2021	2021.6658											COP	DEPUTIES						COP			1	042	042	04	1	1.9	2	1	2	-3.19767441860466	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20210903181500	http://www.msn.com/en-us/news/crime/florida-man-tries-fighting-eviction-with-fake-bomb-on-porch-cops/ar-AAO4GoM
1002432898	20210903	202109	2021	2021.6658											COP	DEPUTIES						COP			1	043	043	04	1	2.8	6	1	6	-2.74509803921569	0								3	Jefferson County, Alabama, United States	US	USAL		33.5834	-86.8667	161562	3	Jefferson County, Alabama, United States	US	USAL		33.5834	-86.8667	161562	20210903181500	https://www.mdjonline.com/tribune/georgia/neighbors-wouldn-t-lend-tools-so-a-man-shot-at-them-alabama-cops-say-one/article_23afaf37-dd22-51ee-8e9b-cb204ebe4249.html
